source,title,description,datamodel,"providing_technologies","security_domain",category,usecase,mitre,killchain,"detection_searches","investigative_searches","contextual_searches","support_searches",qualifiedSearch
"Splunk Security Essentials","Basic Brute Force Detection","Uses a simple threshold for Windows Security Logs to alert if there are a large number of failed logins, and at least one successful login from the same source.",,"Windows Security | Authentication",,"Account Compromise | Scanning","Security Monitoring","Credential Access",None,,,,,
"Splunk Security Essentials","Large Web Upload","Uses a basic threshold to detect a large web upload, which could be exfiltration from malware or a malicious insider.",,"Web Proxy",,"Data Exfiltration","Security Monitoring | Insider Threat",Exfiltration,None,,,,,
"Splunk Security Essentials","Multiple Infections on Host","Finds hosts that have logged multiple different infections in a short period of time.",,"Anti-Virus or Anti-Malware",,"Endpoint Compromise","Security Monitoring","Initial Access | Execution",Delivery,,,,,
"Splunk Security Essentials","First Time Accessing an Internal Git Repository","",,"Web Server",,"Data Exfiltration","Insider Threat | Advanced Threat Detection",Collection,"Actions on Objectives",,,,,
"Splunk Security Essentials","Flight Risk Printing","",,"User Activity Audit",,"Insider Threat","Insider Threat",Exfiltration,"Actions on Objectives",,,,,
"Splunk Security Essentials","Detect Journal Clearing","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion","Actions on Objectives",,,,,
"Splunk Security Essentials","Cloud Provisioning Activity from Unusual IP","Looks for Cloud Provisioning activities that occur from new IPs (for organizations with strict IP controls).",,"AWS | Audit Trail | Azure | GCP",,"Account Compromise | IAM Analytics | Account Sharing | SaaS","Advanced Threat Detection",None,"Actions on Objectives",,,,,
"Splunk Security Essentials","New Suspicious cmd.exe / regedit.exe / powershell.exe Service Launch","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Execution | Privilege Escalation",Installation,,,,,
"Splunk Security Essentials","Sources Sending Many DNS Requests","",,"Network Communication",,"Data Exfiltration | Endpoint Compromise","Advanced Threat Detection | Insider Threat","Exfiltration | Command and Control","Command and Control | Actions on Objectives",,,,,
"Splunk Security Essentials","Concentration of Attacker Tools by Filename","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection | Security Monitoring","Discovery | Lateral Movement | Execution",Exploitation,,,,,
"Splunk Security Essentials","Endpoint Uncleaned Malware Detection","Detect a system with a malware detection that was not properly cleaned, as they carry a high risk of damage or disclosure of data.",,"Anti-Virus or Anti-Malware",,"GDPR | Endpoint Compromise","Security Monitoring | Compliance",None,None,,,,,
"Splunk Security Essentials","Basic Scanning","Looks for hosts that reach out to more than 500 hosts, or more than 500 ports in a short period of time, indicating scanning.",,"Network Communication",,Scanning,"Security Monitoring",Discovery,Reconnaissance,,,,,
"Splunk Security Essentials","Instance Modified by Unusual User","Detects the first time a user modifies an existing instance.",,"AWS | Audit Trail | Azure | GCP",,"Account Compromise | IAM Analytics | SaaS","Advanced Threat Detection",None,"Actions on Objectives",,,,,
"Splunk Security Essentials","Monitor Unsuccessful Backups","",,Backup,,Operations,"Security Monitoring",None,None,,,,,
"Splunk Security Essentials","Flight Risk Web Browsing","",,"Web Proxy",,"Insider Threat","Insider Threat",Exfiltration,None,,,,,
"Splunk Security Essentials","User with Many DLP Events","",,DLP,,"Insider Threat","Insider Threat","Exfiltration | Credential Access","Actions on Objectives",,,,,
"Splunk Security Essentials","New Cloud API Call Per Peer Group","Looks for users that are using APIs that neither they, nor their team has ever used before.",,"AWS | Audit Trail | Azure | GCP",,"Account Compromise | IAM Analytics | Insider Threat | SaaS","Advanced Threat Detection | Insider Threat","Credential Access","Actions on Objectives",,,,,
"Splunk Security Essentials","Hosts Where Security Sources Go Quiet","",,"Any Splunk Logs",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion","Actions on Objectives",,,,,
"Splunk Security Essentials","Concentration of Discovery Tools by SHA1 Hash","",,"Endpoint Detection and Response",,"Scanning | Endpoint Compromise","Advanced Threat Detection | Security Monitoring",Discovery,Exploitation,,,,,
"Splunk Security Essentials","User Login with Local Credentials","",,"Windows Security",,"Insider Threat | Privilege Escalation | Endpoint Compromise | Account Compromise","Insider Threat | Security Monitoring","Credential Access | Privilege Escalation",None,,,,,
"Splunk Security Essentials","Ransomware Vulnerabilities","",,"Vulnerability Detection",,Vulnerability,"Security Monitoring | Compliance","Privilege Escalation | Lateral Movement","Actions on Objectives",,,,,
"Splunk Security Essentials","Building a Departmental Peer Group","",,"Windows Security",,"Insider Threat | Compliance","Compliance | Insider Threat",None,None,,,,,
"Splunk Security Essentials","Healthcare Worker Opening More Patient Records Than Usual","",,"Audit Trail",,"Data Exfiltration | Insider Threat","Insider Threat | Advanced Threat Detection | Compliance",Collection,"Actions on Objectives",,,,,
"Splunk Security Essentials","Public Cloud Storage (Bucket)","Detects when new or existing public storage (e.g., an S3 Bucket) is set to public.",,"AWS | Audit Trail | Azure | GCP",,"Data Exfiltration | SaaS","Security Monitoring | Advanced Threat Detection",None,None,,,,,
"Splunk Security Essentials","New User Taking Privileged Actions","Record when a user who hasn't taken privileged actions before suddenly starts.",,"Windows Security | Authentication",,"Insider Threat | Privilege Escalation","Compliance | Insider Threat","Privilege Escalation","Actions on Objectives",,,,,
"Splunk Security Essentials","Old Passwords in Use","Detect active accounts with passwords that haven't been updated in more than 120 days.",,"Windows Security",,"Compliance | GDPR",Compliance,"Credential Access",None,,,,,
"Splunk Security Essentials","Windows Event Log Clearing Events","",,"Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion","Actions on Objectives",,,,,
"Splunk Security Essentials","Ransomware Note Files","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection",Execution,"Actions on Objectives",,,,,
"Splunk Security Essentials","Aggregate Risky Events","Detect low and slow activities and complex insider threat patterns by finding users with concentrations of risky activities.",,"Ticket Management",,"Insider Threat | Account Sharing","Insider Threat | Advanced Threat Detection",None,None,,,,,
"Splunk Security Essentials","Hosts with Varied and Future Timestamps","",,"Any Splunk Logs",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion","Actions on Objectives",,,,,
"Splunk Security Essentials","RFC1918 IP Not in CMDB","",,"Network Communication",,"Best Practices | Compliance | Shadow IT","Security Monitoring | Compliance",None,None,,,,,
"Splunk Security Essentials","User Logged into In-Scope System They Should Not Have","Follow your GDPR requirement and action your data mapping exercise by tracking employee/vendor/supplier access to systems, to ensure that they are authorized to view the data present on any systems they log into.",,"Windows Security | Authentication",,"GDPR | IAM Analytics | Lateral Movement | Operations","Insider Threat | Compliance","Credential Access | Privilege Escalation","Actions on Objectives",,,,,
"Splunk Security Essentials","Risky Events from Privileged Users","When something generally risky occurs to your most privileged users, you likely should respond more quickly. Fortunately, this is easy to do.",,"Ticket Management",,"Insider Threat | IAM Analytics","Insider Threat | Security Monitoring",None,None,,,,,
"Splunk Security Essentials","Short Lived Admin Accounts","",,"Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion | Persistence","Command and Control",,,,,
"Splunk Security Essentials","SMB Traffic Allowed","",,"Network Communication",,Operations,"Security Monitoring","Execution | Lateral Movement","Reconnaissance | Delivery",,,,,
"Splunk Security Essentials","New High Risk Event Types for Salesforce.com User","",,"Audit Trail",,"Data Exfiltration | GDPR | SaaS","Compliance | Insider Threat",Collection,"Actions on Objectives",,,,,
"Splunk Security Essentials","Web Browsing to Unauthorized Sites","",,"Web Proxy",,"Insider Threat","Insider Threat",Exfiltration,"Actions on Objectives",,,,,
"Splunk Security Essentials","Common Filename Launched from New Path","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion","Installation | Actions on Objectives",,,,,
"Splunk Security Essentials","Concentration of Attacker Tools by SHA1 Hash","",,"Endpoint Detection and Response",,"Endpoint Compromise","Advanced Threat Detection | Security Monitoring","Discovery | Lateral Movement | Execution",Exploitation,,,,,
"Splunk Security Essentials","New RunAs Host / Privileged Account Combination","",,"Windows Security",,"Account Compromise","Security Monitoring","Privilege Escalation",Installation,,,,,
"Splunk Security Essentials","Unauthorized Connection Through Firewall","Any communication through the firewall not explicitly granted by policy could indicate either a misconfiguration or even malicious actions, putting your security and compliance at risk.",,"Network Communication",,"GDPR | Data Exfiltration | Scanning","Security Monitoring | Compliance","Exfiltration | Discovery | Command and Control","Command and Control",,,,,
"Splunk Security Essentials","Spike in Exported Records from Salesforce.com","",,"Audit Trail",,"Data Exfiltration | GDPR | SaaS","Compliance | Insider Threat",Collection,"Actions on Objectives",,,,,
"Splunk Security Essentials","Expected Host Not Reporting - in Category","GDPR requires an audit trail for all activities, which means we should be receiving events constantly. Find GDPR-tagged systems that are no longer reporting events but should be.",,"Any Splunk Logs",,GDPR,Compliance,None,None,,,,,
"Splunk Security Essentials","Outdated Malware Definitions","Looks for Symantec AV systems where we see Symantec AV events, but don't see a malware definition update in the last few days.",,"Anti-Virus or Anti-Malware",,"Operations | Compliance | Endpoint Compromise","Security Monitoring",None,None,,,,,
"Splunk Security Essentials","In-Scope System with Windows Update Disabled","Any GDPR-tagged systems not receiving updates could jeopardize your GDPR status due to Article 32. Detect systems where the Windows Update service is disabled.",,"Patch Management",,"GDPR | Operations","Security Monitoring | Compliance",None,None,,,,,
"Splunk Security Essentials","In-Scope Device with Outdated Anti-Malware Found","Alerts when a GDPR-tagged system has out of date malware definitions, which would conflict with GDPR's requirement to maintain a secure environment.",,"Anti-Virus or Anti-Malware",,"GDPR | Endpoint Compromise","Security Monitoring | Compliance",None,None,,,,,
"Splunk Security Essentials","New Connection to In-Scope Device","Alert Data Protection Officers to new systems that become involved in processing GDPR-scoped data via network communication logs, so DPOs can ensure the systems are authorized and documented.",,"Network Communication",,"GDPR | Operations","Security Monitoring | Compliance",None,None,,,,,
"Splunk Security Essentials","Monitor AutoRun Registry Keys","",,"Endpoint Detection and Response",,"Endpoint Compromise","Advanced Threat Detection",Persistence,Installation,,,,,
"Splunk Security Essentials","New IaaS API Call Per User","Looks for users that are using IaaS APIs that they've never used before.",,"AWS | Audit Trail | Azure | GCP",,"Account Compromise | IAM Analytics | Insider Threat | SaaS","Advanced Threat Detection | Insider Threat","Execution | Credential Access | Collection | Exfiltration","Actions on Objectives",,,,,
